,Sentiments_Abb,file_loc
782,amused,/project/Data/Video_train/Game Day 2013 Commercial - SodaStream Effect-h1HQxcTYTho.mp4
783,active,/project/Data/Video_train/Mahindra NuvoSport TV Ad (Hindi)-6xy_lt-Z5b0.mp4
784,eager,/project/Data/Video_train/Britannia Milk Bikis - Offer Films-C39GKOf9clo.mp4
785,alarmed,/project/Data/Video_train/'80s Anti-Drug Commercial - When I Grow Up-giGkt5oAhT0.mp4
786,alert,/project/Data/Video_train/Seat Belt Commercial-nI9_BTm41MI.mp4
787,creative,/project/Data/Video_train/Lily Drone Camera-iMfTHHLbj5g.mp4
788,eager,/project/Data/Video_train/Cómo hacer ensalada de pasta _ Knorr® Sabor-MNjWQlr63i4.mp4
789,amused,/project/Data/Video_train/Vans x Star Wars _ Skate _ VANS-omjMG1JU21s.mp4
790,youthful,/project/Data/Video_train/Pog Commercial-sq9r50EYJh0.mp4
791,cheerful,/project/Data/Video_train/We are Family-4F-fzXW1xUM.mp4
792,alert,/project/Data/Video_train/Harold Ford Jr not for Tennessee-kkiz1_d1GsA.mp4
793,alert,/project/Data/Video_train/Kids ask for light in 'best ever' anti-smoking ad-gugjMmXQrDo.mp4
794,emotional,/project/Data/Video_train/Why is Laundry only a mother’s job Dads #ShareTheLoad (Hindi) – Ariel-wJukf4ifuKs.mp4
795,cheerful,/project/Data/Video_train/1978ish Dr Pepper Commercial - Be a Pepper-v8DWf-rSHn0.mp4
796,inspired,/project/Data/Video_train/TalkLife – You’re not alone-i7NPb5lmQpY.mp4
797,inspired,/project/Data/Video_train/Honda's Let It Shine commercial-lyknI5_Wcqs.mp4
798,cheerful,/project/Data/Video_train/George Michael and Wham! Japanese commercial-RdCs2K_ZEpU.mp4
799,active,/project/Data/Video_train/The Bellas play 'WWE Immortals'-tqYVWN0AUuo.mp4
800,active,/project/Data/Video_train/Milky Way Ad Then and Now-YxhJD40NaMs.mp4
801,amused,/project/Data/Video_train/Apple Ad - Drunk Jeff Goldblum-dQmK1CnwOUI.mp4
802,amazed,/project/Data/Video_train/LONDON HAS FALLEN - 'Unleash Hell' TV Spot #10 - In Theaters March 4-CRiC9iTnlNk.mp4
803,active,/project/Data/Video_train/ronaldo diving-UrEPJkajMSE.mp4
804,inspired,/project/Data/Video_train/Sarah McLachlan Animal Cruelty Video-9gspElv1yvc.mp4
805,amazed,/project/Data/Video_train/Harry Potter and the goblet of fire trailer-rnBAIJ1mzqQ.mp4
806,amused,/project/Data/Video_train/I'm in a Commercial!!-0gjRzLqXijQ.mp4
807,amused,/project/Data/Video_train/poonikins the rejected tshirt superbowl commercial-3_1LKqsFguE.mp4
808,amused,/project/Data/Video_train/#DewmocracyPH - Nasa inyong kamay ang kanilang tagumpay!-uwDDvP8Yssc.mp4
809,youthful,/project/Data/Video_train/Coca-Cola commercial (First Time) (Long version) (1988)-pR236CYNZfg.mp4
810,persuaded,/project/Data/Video_train/Dragon Anywhere Free Trial-HEb04FxT0sg.mp4
811,fashionable,/project/Data/Video_train/David Beckham's Shirtless H&M Super Bowl Ad Preview-v1HMR9nRmlY.mp4
812,calm,/project/Data/Video_train/Hitachi iCARE Television Commercial-8zOgbkg6Akw.mp4
813,amused,/project/Data/Video_train/New Cadbury 5star Ad - Bank Robbery-vSROQRmdZJU.mp4
814,creative,/project/Data/Video_train/Homebase 2014 Home advert-b-CJNGx_Q0A.mp4
815,active,/project/Data/Video_train/The Best Michael Jordan Commercial-I_WGI3y2jqM.mp4
816,persuaded,/project/Data/Video_train/Taco Pizza Rolls-jlLJR4xj9p0.mp4
817,educated,/project/Data/Video_train/Inconvenient Fact - Science Concludes Ethanol Mandates Harm Environment-dxtVed45gVo.mp4
818,alert,/project/Data/Video_train/After Hours _ The Art Institutes-TW9eDrgM3Xw.mp4
819,educated,/project/Data/Video_train/2 Times Table Math Song Count up by 2s!-i0NloNxh4xE.mp4
820,eager,/project/Data/Video_train/Toni G. Loves NESCAFÉ CreamyLatte-A01uRcmyuWc.mp4
821,amazed,/project/Data/Video_train/Game of War - Unite the World--HWd3Nqu8_0.mp4
822,cheerful,/project/Data/Video_train/HCA East Florida -- Miami-Dade County -- 30 second spot-Cq96VAnp7r8.mp4
823,angry,/project/Data/Video_train/Abuse isn't always physical-r_dbSSQotZ0.mp4
824,amused,/project/Data/Video_train/#EAT24 Super Bowl Commercial 2015-CgxYSbtp9JE.mp4
825,alert,/project/Data/Video_train/Words Hurt - Bullying Commercial-1j6YA03hm4k.mp4
826,eager,/project/Data/Video_train/Cadburys Perk Ad Preity Zinta-iyNQr8k622c.mp4
827,persuaded,/project/Data/Video_train/What Do Successful Investors Have in Common Insight from Charles Schwab-l0GS1EQ2470.mp4
828,active,/project/Data/Video_train/HSV _ Safety video _ Emirates Airline-YN_eu8Jk50o.mp4
829,eager,/project/Data/Video_train/Snabbare beställningar 2016-TElqNU5ytVo.mp4
830,calm,"/project/Data/Video_train/Stumped by Cricket World Cup timings Don't Worry, Lay's is here..Kyunki #YehGameHiHaiTasteKa--iJAbi92xeM.mp4"
831,alarmed,/project/Data/Video_train/World Cup 2014 - Kick the Habit - English-oRValgHDvxE.mp4
832,youthful,/project/Data/Video_train/How To Make A Computer _ Kano-D5H1A7-6E_U.mp4
833,cheerful,/project/Data/Video_train/Cadbury Dairy Milk Valentine Special-CXO_zyozrHA.mp4
834,amazed,/project/Data/Video_train/NanaWall in Action-Evnaic2jP7E.mp4
835,amused,/project/Data/Video_train/Lays chips commercial with Judith Barsi-ZvEPYH7GRUM.mp4
836,amazed,/project/Data/Video_train/Mystery Mini Figures Dance Competition-XwvKXU8Tnx0.mp4
837,active,/project/Data/Video_train/Geico spot with Michael Winslow-HOYnOeo42ko.mp4
838,cheerful,"/project/Data/Video_train/1982 Litwak's Arcade Commercial featuring the original Fix-It Felix, Jr. Game.-wF_LJfwFsE4.mp4"
839,amused,/project/Data/Video_train/Wrong meeting-rA2JuxRdlmA.mp4
840,inspired,/project/Data/Video_train/Clash of Clans 360 - Experience a Virtual Reality Raid-wczdECcwRw0.mp4
841,amazed,"/project/Data/Video_train/See spectacular Sydney, Australia with Qantas  -15-qN-qliCpTmg.mp4"
842,amazed,"/project/Data/Video_train/Frights, Camera, Action! TV Commercial _ Monster High-7w_AT2sHBss.mp4"
843,persuaded,/project/Data/Video_train/Smart Mop Commercial - Drink Your Spilled Soda Off the Floor-Rr6qaG8RlUk.mp4
844,confident,/project/Data/Video_train/1970 Chevrolet Camaro-dWspEgdrUdM.mp4
845,alarmed,/project/Data/Video_train/What if it was you-BtKw7V7hGok.mp4
846,amazed,/project/Data/Video_train/OK Go - Red Star Macalline Commercial-PjquJ5hi6zE.mp4
847,creative,/project/Data/Video_train/α7Ⅱ from Sony - Official Video Release-eikcKu89fDs.mp4
848,alarmed,/project/Data/Video_train/Drug Drive TV ad 'Eyes'-dytCWrf92zc.mp4
849,amused,/project/Data/Video_train/Super Bowl Ad (99) E_Trade - 'Wasted $2 Million Bucks'-BnQMq5wtZcg.mp4
850,persuaded,/project/Data/Video_train/Why 4imprint - Our Art Team Takes Its Job Very Seriously!-0rFt8QE4lkQ.mp4
851,calm,/project/Data/Video_train/Natural gas commercial-rUFnH7KYMFE.mp4
852,amazed,/project/Data/Video_train/Join Or Die with Craig Ferguson - Obsessed with Movies - New Series Thursdays 11_10c _ History-S_bVfu9zpHw.mp4
853,persuaded,/project/Data/Video_train/Coor's Light beer 'Wingman' TV commercial-UEVa2swtC10.mp4
854,cheerful,/project/Data/Video_train/Limca Ad 2011-w2DZN3NWefA.mp4
855,amused,/project/Data/Video_train/NESCAFÉ Morning Band TV Ad-4a5fS0F6LLA.mp4
856,inspired,/project/Data/Video_train/Stop Drinking!! thai ads-_Kmh4BbJPz8.mp4
857,cheerful,/project/Data/Video_train/Driving - AMERICA'S TIRE-n1ClxdeiIUg.mp4
858,persuaded,/project/Data/Video_train/Chris Abele For Milwaukee County - Chris-brvGSr_BfQw.mp4
859,alarmed,/project/Data/Video_train/Bithiri Sathi On Remarkable Anti Smoking Ads Campaign In India _ Teenmaar News _ V6 News-FsofrMY5kbo.mp4
860,creative,/project/Data/Video_train/EZ-2 Make! Jamba Juice™ Smoothie & Ice Pop Maker TV Ad-m064aD_kH40.mp4
861,amused,/project/Data/Video_train/Pixar - Tennis Commercial-4Zv9vRz4QYM.mp4
862,amused,/project/Data/Video_train/NFL on Xbox - Detention (& Madden) with Marshawn Lynch-BSaBDtpts4c.mp4
863,amused,/project/Data/Video_train/Bud Light Super Bowl Commercial Too Controversial for TV-cYIN-b8qjmo.mp4
864,amused,/project/Data/Video_train/Ultraman Promotes Hawaii Tourism-TSF8EKPxPVU.mp4
865,alert,/project/Data/Video_train/Derek Jeter Gatorade ad-Vxd9W0RVgFY.mp4
866,eager,/project/Data/Video_train/Red Car Blue Car 2009 Milky Way-P8LARnyyJKI.mp4
867,active,/project/Data/Video_train/The TNA 'iMPACT!' Video Game Commercial-Ue-TqmP6I_g.mp4
868,amused,/project/Data/Video_train/Robocop Fried Chicken 1990s commercial (korea)-7pOoSe2K5DU.mp4
869,amused,/project/Data/Video_train/Fabletics Commercial _ See Through-ItX7H66gsrQ.mp4
870,alert,/project/Data/Video_train/Commodore VIC-20 ad with William Shatner-UK9VU1aJvTI.mp4
871,amused,/project/Data/Video_train/Carlsberg stunts with bikers in cinema-RS3iB47nQ6E.mp4
872,amused,/project/Data/Video_train/Purina meowmix meow mix cat food-5JuVHCJVYf4.mp4
873,amused,/project/Data/Video_train/IKEA - Let's Relax-2BXRGzjo1_Q.mp4
874,persuaded,/project/Data/Video_train/Publix Better Choice Shelf Tags-kdFh8P8Ijng.mp4
875,eager,/project/Data/Video_train/Classic 60's Dr. Pepper Ad Campaign.-WpByXzdMQfk.mp4
876,cheerful,/project/Data/Video_train/Domain Love - Find A Perfect Match With .FLORIST-js6VqTldWi4.mp4
877,amused,/project/Data/Video_train/Darth Vader goes to Disneyland _ Star Tours _ Star Wars-t4_dZPVg8KI.mp4
878,alert,/project/Data/Video_train/1989 - Centel - first cell phone ad!-ptbJZ9HBw2k.mp4
879,amused,/project/Data/Video_train/Boyfriend Went Vegan _ PETA-m0vQOnHW0Kc.mp4
880,alarmed,/project/Data/Video_train/BULLET - THE EXECUTION-Gw_a4iutD1Q.mp4
881,manly,/project/Data/Video_train/Banned Budlight 2006 superbowl commercial-RsCoPb43TUk.mp4
882,amazed,/project/Data/Video_train/BJ and Keila _ Separation Anxiety _ TBS-Fobc_Jnx0Zs.mp4
883,active,/project/Data/Video_train/Livita - The 1st Energy Drink in Malaysia--kwRrnS5vV4.mp4
884,creative,/project/Data/Video_train/Introducing Nixie - the first wearable camera that can fly-kfzqUsGMHE0.mp4
885,active,/project/Data/Video_train/Monster Energy Drink Commercial featuring DIECAST-Ln8_AUCIkAw.mp4
886,amused,/project/Data/Video_train/Exclusive! A Brand New ‘Finding Dory’ Trailer-oddWuCHBmzA.mp4
887,disturbed,"/project/Data/Video_train/car commercial - sun roof feature, cat gets a suprise-Gz-sC-vSIXk.mp4"
888,conscious,/project/Data/Video_train/Simple Makes Sense - Insurance Plans by Aegon Life-sqLNG9VYUcY.mp4
889,alert,/project/Data/Video_train/Safari Fast Food-7MJu_aWn1nI.mp4
890,alarmed,/project/Data/Video_train/Sir-2j4RF6cx0SY.mp4
891,amazed,/project/Data/Video_train/Travel With TripIt-iKdEbzF7xpk.mp4
892,conscious,/project/Data/Video_train/Christine O'Donnell ad-uxJyPsmEask.mp4
893,active,/project/Data/Video_train/Nike Football Leave Nothing-55BZ2gSsSmY.mp4
894,inspired,/project/Data/Video_train/Parisian Love-nnsSUqgkDwU.mp4
895,cheerful,/project/Data/Video_train/Official Juicy Fruit Commercial ft. Julianne Hough-Dip_ThFvjKI.mp4
896,amused,/project/Data/Video_train/very funny commercial (bubble gum)-WrE6iE7xnN0.mp4
897,inspired,/project/Data/Video_train/Winter Olympics 2014 - Trailer - BBC Sport-4b9Ji7DvsjU.mp4
898,amused,"/project/Data/Video_train/Cruise with Club Mahindra, like the stars of Dil Dhadakne Do. Watch the video to know more!-tpeEqt3kpKM.mp4"
899,amazed,/project/Data/Video_train/Through Mowgli's Eyes Pt. 1 'Kaa's Jungle' 360 Experience - Disney's The Jungle Book-G1cVbfyFdf0.mp4
900,amused,/project/Data/Video_train/Banned Commercial - Blind Date farts in car ( funny )-Zz-E8AexUjc.mp4
901,cheerful,/project/Data/Video_train/Airtel 4G India's Widest 4G Network  - Shimla-pOEAvEklvNA.mp4
902,amazed,/project/Data/Video_train/KMLM Nitro-rHCLxSNz3P0.mp4
903,amused,/project/Data/Video_train/Trees Work for Your Family!-E7QpcewlSqI.mp4
904,amazed,/project/Data/Video_train/Mobile Strike - Real Time Strategy Mobile Game-GOhbZZy02lQ.mp4
905,alert,/project/Data/Video_train/Japanese McDonald's Ronald (Male)-xgO-u83Os_I.mp4
906,amused,/project/Data/Video_train/Where are our traditions-Rk9a6BodzdM.mp4
907,active,/project/Data/Video_train/Can Steph Curry Beat Dad Dell in a Game of H-O-R-S-E _ GQ Sports-gt0QF8-dTNw.mp4
908,active,/project/Data/Video_train/SOLOSHOT2 - Join the Robot Revolution!-nVyYWy4dgc8.mp4
909,eager,"/project/Data/Video_train/Quality Guarantee & Any Large Pizza, Up to 5 Toppings for $9.99-1fqAvkpW5yY.mp4"
910,alert,/project/Data/Video_train/Ronald Reagan TV Ad - 'The Bear'-NpwdcmjBgNA.mp4
911,cheerful,/project/Data/Video_train/Britannia - Milk Bikis-iN9hRCxwxBQ.mp4
912,inspired,/project/Data/Video_train/funny steve nash commercial-1Pahqq-1hp0.mp4
913,amused,/project/Data/Video_train/Raho Umarless Cadbury Gems ke saath - Funny Museum Video Ad-jjV91ZRqu-o.mp4
914,amused,/project/Data/Video_train/Funny condom commercial-Es_uivijpek.mp4
915,confident,/project/Data/Video_train/Nescafe Classic Reggae Philippine TVC ( 2006 )--UGQp9pfU_Q.mp4
916,alarmed,/project/Data/Video_train/Stop Hating Online - 'Consequences' TV Ad-dlcbYh3IKVM.mp4
917,active,/project/Data/Video_train/Chris Haslam - Almost DI Commercial [HD]-AEMK1O0BDqA.mp4
918,calm,/project/Data/Video_train/McDonald's France gay ad Come As You Are-9xGRii6IA1M.mp4
919,alert,/project/Data/Video_train/M&S Women's Fashion - Summer Sun - TV Ad 2015-ZDVkPARmDkY.mp4
920,active,/project/Data/Video_train/ADIDAS IS IN ALL - COMMERCIAL 2011-YD7ya_NssNM.mp4
921,fashionable,/project/Data/Video_train/VICTORIA'S SECRET Commercial - 'What Is Sexy'(ozz)-OJ0x_X0xXgU.mp4
922,amused,/project/Data/Video_train/The century old secret to perfect skin-J7QKeV2-ghk.mp4
923,cheerful,/project/Data/Video_train/Classic mentos commercial-u4hlzRNu3uE.mp4
924,cheerful,/project/Data/Video_train/ETrade 'Baby' Super Bowl Ad-EbnWbdR9wSY.mp4
925,active,/project/Data/Video_train/Dota 2 Gamescom Trailer--cSFPIwMEq4.mp4
926,active,/project/Data/Video_train/BPI Sports 1MR Vortex 2016 TV Commercial-DMA4o6zqw58.mp4
927,active,/project/Data/Video_train/Child Focus 'E-safety'-d5kW4pI_VQw.mp4
928,amused,/project/Data/Video_train/COLDS from a KID'S PERSPECTIVE (feat. Puffs®)-8JAhnmtotIM.mp4
929,amused,/project/Data/Video_train/At Home With The Gronkowskis - Episode 1 (Operation Mobile Strike) - Mobile Strategy Game-lvNmIZqU52g.mp4
930,feminine,/project/Data/Video_train/Chinese Bra Ads-sSPP0wQslQo.mp4
931,inspired,/project/Data/Video_train/New Ad - 'Quiet' Featuring Actor Tim Allen-wYCNYifjjgs.mp4
932,cheerful,/project/Data/Video_train/Awwwww. Kajol & Huggies at it again! Must watch.-0etzTTWyISw.mp4
933,active,/project/Data/Video_train/'My Truck' Chevy Truck Commercial 2008-qriNbVCIsow.mp4
934,amused,/project/Data/Video_train/Jack in the Box 'Market' Commercial-sRv9_Q3HOmg.mp4
935,inspired,/project/Data/Video_train/Faraday Future _ What If-SPCR1GBnSy8.mp4
936,active,/project/Data/Video_train/Celebrate #Pokemon20 with the Mythical Pokémon Celebi!-DM58BGhJ6oo.mp4
937,amused,/project/Data/Video_train/Funny Korean McDonalds commercial-sxlyWieYZsE.mp4
938,amused,/project/Data/Video_train/'The Best Part'-7UjqLfjsfMk.mp4
939,amused,/project/Data/Video_train/FanDuel TV Commercial - The Coach (2013)-cCqaWIvJCpk.mp4
940,eager,/project/Data/Video_train/Coca-Cola Commercial ft. Tyrese Gibson (1994)-ObdSno1uoQs.mp4
941,cheerful,/project/Data/Video_train/Gems Rain-0XSNrKgA94g.mp4
942,amused,/project/Data/Video_train/Ryan Reynolds Tries to Build an IKEA Crib _ GQ--wXjs6DXoeY.mp4
943,amazed,"/project/Data/Video_train/Curious World app - early learning games, videos and books for kids-Nv5eL4onluo.mp4"
944,alert,/project/Data/Video_train/Mahindra TUV300 TV Ad - TOUGH IS WHAT TOUGH DOES !-ALD72k9ZuJk.mp4
945,amazed,/project/Data/Video_train/how long does a vw beetle float Just watch!-1qB0lb401ZU.mp4
946,amazed,/project/Data/Video_train/Zenni California Collection - The North Coast-WGsch35hQHM.mp4
947,amazed,/project/Data/Video_train/An Adventure for Everyone POV _ Disney Cruise Line-YF5O6tHcxQU.mp4
948,amazed,/project/Data/Video_train/Tod’s Men’s Spring Summer 2016 Campaign-aNCk9O7FLwk.mp4
949,alert,/project/Data/Video_train/An Advertisement On Racism-htEtTra7rdw.mp4
950,creative,/project/Data/Video_train/KIKKOMAN-_HckRLrBXQM.mp4
951,inspired,/project/Data/Video_train/David Lynch's Bizarre Car Commercial-xkt8L0NtSjA.mp4
952,inspired,/project/Data/Video_train/I'M WITH LIZZIE _ Influencers Against Bullying-kH3JycOMCR0.mp4
953,active,/project/Data/Video_train/Libero Pants-Dance Collection-FhjX5ld3_v0.mp4
954,disturbed,"/project/Data/Video_train/Smoking kills, but smoking ads-HHA0HRjDgc8.mp4"
955,cheerful,/project/Data/Video_train/Oklahoma Tourism 2013 'Oklahoma' I 60sec-R_sX8DNJHJg.mp4
956,amazed,/project/Data/Video_train/Feel Great on Any Date With These 3 Looks-FXP9jlpcRaI.mp4
957,educated,/project/Data/Video_train/smoking through a hole in her throat !-L7bHdo2DJHY.mp4
958,amused,/project/Data/Video_train/Vidya Balan & Uday Tikekar in a commercial for  Gits Idli-nz3qGgt7b2s.mp4
959,persuaded,/project/Data/Video_train/The First Years Super Chill Sippy Cups featuring One Piece Lids at Target-40qofTTQJDU.mp4
960,amazed,/project/Data/Video_train/Cathy 30 Master-lPdD8NvVfw0.mp4
961,amused,/project/Data/Video_train/Diet Pepsi Max Superbowl Commercial 2008 - 'What is Love'-ctemZdDG7YA.mp4
962,inspired,/project/Data/Video_train/Google Chrome - Frank Restaurant-1Fki1SJ17kQ.mp4
963,eager,/project/Data/Video_train/'The Showdown' - Bird vs. Jordan McDonald's ad - 1993-1shK-j_u6LI.mp4
964,alarmed,/project/Data/Video_train/Super Bowl 2015 - Domestic Violence PSA-5Z_zWIVRIWk.mp4
965,amused,/project/Data/Video_train/Low Battery vs Speed Rapper #NoNeedToRush-jgnUqYSxflg.mp4
966,inspired,/project/Data/Video_train/'14 Months'-VK4xZiHDXPI.mp4
967,amazed,/project/Data/Video_train/United We Fight!(English)-cvjQ_AduY0A.mp4
968,active,/project/Data/Video_train/4 Wheel Parts Joins Mike 'Rooftop' Escamilla for a Day in the Life Punishing His BF Goodrich Tires-G2Sn8z6hkT0.mp4
969,amused,/project/Data/Video_train/Chewbacca Mom Takes James Corden to Work-uQereoIxioI.mp4
970,eager,/project/Data/Video_train/חדש! שלגוני Joya-7iCXk67TIB0.mp4
971,amazed,/project/Data/Video_train/Prosacea Medicated Rosacea Gel-xQkcQF8G-GM.mp4
972,creative,/project/Data/Video_train/Aperture Investment Opportunity #2 - 'Bot Trust'-AZMSAzZ76EU.mp4
973,amused,/project/Data/Video_train/Max Bupa Family Health Insurance TVC-cvnqS95cEJ8.mp4
974,cheerful,"/project/Data/Video_train/Cadbury - Forgetful Friend, Directed By Asim Raza (The Vision Factory)-TszuuF7cbac.mp4"
975,amused,/project/Data/Video_train/Fiery Irn Bru advert-0LcHFkXmCb8.mp4
976,amazed,/project/Data/Video_train/Clash of Kings - Dragons (All)-FCOlOcMk8XI.mp4
977,eager,/project/Data/Video_train/Are you on #TeamSuperCheese or #TeamSourCream-Plh9sAFEZJw.mp4
978,amused,/project/Data/Video_train/Cookie Crisp commercial-A1W6Ku5bJR4.mp4
979,amazed,/project/Data/Video_train/Insider's Insider-CLzi3okueM8.mp4
980,persuaded,/project/Data/Video_train/【Luxy Poker Texas Holdem】Sexy Dealer video ads 15s-peUxhH5TKtY.mp4
981,amused,/project/Data/Video_train/Retro Commercial - Radio Shack Cell Phones - 1990-694TX2lQ7Uo.mp4
982,alert,/project/Data/Video_train/IT#2. Renault Clio Gay Ad-Pu5JppruFGI.mp4
983,active,/project/Data/Video_train/KnockerBall 60 Second Official Commercial-KY82nmR7U4o.mp4
984,alert,"/project/Data/Video_train/Home Furniture, Decor & More _ Wayfair.com-Y_EeZ90dG48.mp4"
985,amused,/project/Data/Video_train/Snickers Chefs-Nmgice3ieZ4.mp4
986,amused,/project/Data/Video_train/Wendy's 1984 Where's The Beef Commercial-EOyQfd7OqIY.mp4
987,cheerful,/project/Data/Video_train/Get skin that feels bouncy and smooth week by week with Dove Body Wash-YkruVmCZoJ8.mp4
988,alarmed,/project/Data/Video_train/Global Warming Menu-rZNiP2ufp_Q.mp4
989,persuaded,/project/Data/Video_train/Domestic Violence PSA-TYWMe7cTsRs.mp4
990,amazed,/project/Data/Video_train/Tower Honda 'Double Tax Refund'-qeEC4BDyhNs.mp4
991,alert,/project/Data/Video_train/A Guide To Taking Better Pictures...-tnJ8pPSEW6k.mp4
992,cheerful,/project/Data/Video_train/KIDZ BOP 28 Commercial-XV-1XpGxhgo.mp4
993,active,/project/Data/Video_train/Star Citizen - Consolidated Outland Mustang Commercial-BR07oZC0QHU.mp4
994,educated,/project/Data/Video_train/First Party Technology and First-Party Cookies- How Do They Work and What are their Advantages-7gPc6027rb8.mp4
995,amused,/project/Data/Video_train/1998 YooHoo Chocolate Drink Commercial-zvq5rMEbNbw.mp4
996,alert,/project/Data/Video_train/Citibank Identity Theft commercial - Darrel P.-Iy5jiYWuNKo.mp4
997,proud,/project/Data/Video_train/Tim Pawlenty - Courage to Stand-YfkNEq1XioE.mp4
998,conscious,/project/Data/Video_train/Hyundai _ 4S Fluidic Verna _ The World Sedan _ Television Commercial (TVC)-bL2qqJOSw0c.mp4
999,alert,/project/Data/Video_train/Think you're a good driver Wipe off 5-nyOfJTi0jFw.mp4
1000,active,/project/Data/Video_train/Discover The Spirit Of Dubai _ Visit Dubai-WfTJL_h0XfY.mp4
1001,alert,/project/Data/Video_train/Greenpeace Global Warming Ad-kOSsIIxQ_dE.mp4
1002,alert,/project/Data/Video_train/Blast Processing! (Sega Genesis Commercial)-zlulSyBI2aY.mp4
1003,empathetic,/project/Data/Video_train/The Royal Dutch Guide Dog Foundation (KNGF) commercial for veteran dogs-WIlPFRsseQ8.mp4
1004,eager,/project/Data/Video_train/How to Make Hearty Chicken Chili & Rice _ An Original Knorr® Recipe-OufDn0KKAH0.mp4
1005,active,/project/Data/Video_train/'Mega Monster Truck Rally'  Commercial - Sunday! Sunday Sunday!-ohp_nmI_TFA.mp4
1006,alert,/project/Data/Video_train/Orbit Gum Lint Licker Commercial Best Version-Nfh92hKLO6c.mp4
1007,amused,/project/Data/Video_train/Soccer Kid-bggFBWn7YoI.mp4
1008,alert,/project/Data/Video_train/Got Millk - La Llorona-erhsuXTyDww.mp4
1009,cheerful,/project/Data/Video_train/Iron Man - MARVEL _ Burger King (Mach 1) #TonyStark-C7kmm16PoDY.mp4
1010,alert,/project/Data/Video_train/Verizon Wireless Motorola Droid (iDon't) Commercial-e52TSXwj774.mp4
1011,active,/project/Data/Video_train/Official Apple iPad TV Commercial-R41NNPBqRCk.mp4
1012,eager,/project/Data/Video_train/Mcdonalds Ronald Gram Commercial-v8DZc2PUUq0.mp4
1013,alert,/project/Data/Video_train/Introducing the 2944 Aurora-UvDs7RDKCag.mp4
1014,amazed,/project/Data/Video_train/Retail Across America - Kentucky-XkgGZobFUq0.mp4
1015,eager,/project/Data/Video_train/Salma Hayek - Campari commercial-377kVIgBOJQ.mp4
1016,alert,/project/Data/Video_train/State Farm 'Like a Good Neighbor' Jingle Ad -- 'Can I get a hot tub!'-OB6r2Wi0E98.mp4
1017,active,/project/Data/Video_train/Banned Commercial - Funny Dog Suicide-Q285dYl2mZI.mp4
1018,empathetic,/project/Data/Video_train/Never Drink Drive-otR8V7rlnjA.mp4
1019,active,/project/Data/Video_train/Thomas Land at Drayton Manor Advertisement (CGI VERSION) - HD-dJy8MUESM3k.mp4
1020,amazed,/project/Data/Video_train/Kate Upton Game of War Commercial-uHskC7JRL9M.mp4
1021,alert,/project/Data/Video_train/Free Copy of Best Selling Real Estate Investing Book-mBbjL3Ktn_c.mp4
1022,eager,"/project/Data/Video_train/Coca-Cola Australian Summer Commercial 2009_2010, Open Happiness-nlpZRK2Yfd0.mp4"
1023,conscious,/project/Data/Video_train/Judgment _ Jeb Bush-FivFaqZrr4A.mp4
1024,educated,/project/Data/Video_train/Two Visions _ Bernie Sanders-8pmw5CAc3rk.mp4
1025,educated,/project/Data/Video_train/ugly truth - #voteCRAWL-HAZ-wyCu8uE.mp4
1026,persuaded,/project/Data/Video_train/MrGreen's New TV Ad-D1leFabPbPw.mp4
1027,active,/project/Data/Video_train/'Work Before Glory' - Michael Jordan _ Jordan Commercial-9n0w7F5hGYM.mp4
1028,cheerful,/project/Data/Video_train/MELONG Sing-along _ NESFRUTA _ Nestle PH-g7trxwtUgVg.mp4
1029,amused,/project/Data/Video_train/State Farm® Commercial - 'Cheesehead - Beyond The Fan'-I7CZuPiY-4o.mp4
1030,inspired,/project/Data/Video_train/UOB Brand TV Commercial – Our Values Define Us.-4tA8wtLaui4.mp4
1031,amazed,"/project/Data/Video_train/AmeriCarna Season 3 Premieres March 3, 2016-WjBuFH4NPno.mp4"
1032,alarmed,/project/Data/Video_train/How to Flu-Proof Your Office-YbKLOybMb30.mp4
1033,educated,/project/Data/Video_train/BlackBerry 10 Pre Super Bowl Ad Commercial 2013 Mashup-dY1ecfWT3GQ.mp4
1034,conscious,/project/Data/Video_train/Don't Let Tobacco Control You _ The Real Cost of Cigarettes-W-dbAzEERb8.mp4
1035,amazed,/project/Data/Video_train/Missing - Thousands of Listings - EXIST-JhmEARapxK4.mp4
1036,amazed,/project/Data/Video_train/GTA Online - Further Adventures in Finance and Felony Trailer-7t2mi19DcmE.mp4
1037,amused,/project/Data/Video_train/Boost Mobile Commercial Ft. Travis Barker-oSFnotAmcoA.mp4
1038,amazed,/project/Data/Video_train/Polly Pocket™ Roller Coaster Resort Playset Commercial-7ZbLntTvV8o.mp4
1039,amused,/project/Data/Video_train/Pacman – That's My S#_% – Thumbprint Radio-p18n5FONuNI.mp4
1040,active,/project/Data/Video_train/Free Online Bowling Game _ Pogo Bowling Commercial-oAYn2lwc3Yo.mp4
1041,amused,/project/Data/Video_train/Join Or Die with Craig Ferguson - Conspiracy Theories - New Series Thursdays 11_10c _ History-5lAf59TrJ4I.mp4
1042,pessimistic,/project/Data/Video_train/Jeff Judson Wrong for Texas-qFTcch4BOgg.mp4
1043,alarmed,/project/Data/Video_train/NZ - Mate - You're a bloody idiot-Vjn2JKrlkcU.mp4
1044,amused,/project/Data/Video_train/Berocca Log Rolling Lumberjacks advert - LogJam remix NOW available on iTUNES!!!--nYhixp7bXI.mp4
